state,county,fips,pop2012,yieldchange,mortchange,energychange,laborlowchange,laborhighchange,coastaldamage,crimepropertychange,crimeviolentchange,totaldamage
KS,Thomas County,20193,7947,11.69689655,4.579029083,10.30274773,-0.351238519,-1.566220522,,0.8787539005,3.015084505,2.833699942
KS,Trego County,20195,2969,19.1762104,18.63326836,11.30741215,-0.361436069,-1.597671747,,0.8199465275,2.949854612,5.680500031
KS,Wabaunsee County,20197,7018,-42.67926407,11.75860023,11.47196007,-0.3329265118,-1.638347387,,0.9274196625,3.327045918,4.315999985
KS,Wallace County,20199,1524,11.29831314,7.305069447,10.38462925,-0.3448217511,-1.573284149,,0.7848877907,3.021485806,2.453900099
KS,Washington County,20201,5731,-25.54267693,16.55734634,10.91658211,-0.3567001224,-1.719463587,,1.029266238,3.348151922,5.524000168
KS,Wichita County,20203,2226,18.70023918,6.745747566,10.13950825,-0.3544089496,-1.566901565,,0.7550734282,2.928264618,2.089900017
KS,Wilson County,20205,9119,-33.28886032,26.95451736,11.9718399,-0.3194817007,-1.656456113,,0.7040725946,3.24542141,8.692500114
KS,Woodson County,20207,3260,-33.13803864,23.86667061,11.75413704,-0.2963040471,-1.605629563,,0.8072327375,3.380951881,7.87169981
KS,Wyandotte County,20209,159300,-55.8343544,17.56299782,12.23180676,-0.3320822716,-1.690986633,,0.8369280696,3.321098328,8.815999985
KY,Adair County,21001,18971,-56.43729401,12.97636223,12.0790062,-0.2814151049,-1.808819175,,0.5682054162,3.022027493,8.027099609
KY,Allen County,21003,20231,-27.85269165,13.22531033,12.84664249,-0.2222058475,-1.656834722,,0.5774375796,3.183350563,6.037099838
KY,Anderson County,21005,21663,-57.9621315,9.146176338,12.21119022,-0.1990388781,-1.528075933,,0.7723608613,3.333884239,4.760000229
KY,Ballard County,21007,8304,-47.036026,25.92035866,13.02144337,-0.3516510427,-1.905360103,,0.4845720232,2.948577166,9.416399956
KY,Barren County,21009,42669,-45.59818268,23.28367043,13.03735924,-0.4240605831,-2.021278143,,0.3492658138,2.694512844,9.481200218
KY,Bath County,21011,11799,-43.9708786,13.83885956,11.84654903,-0.2611267269,-1.731250525,,0.6859149933,3.168102026,7.649799824
KY,Bell County,21013,28152,,7.257439137,11.34134769,-0.1926881224,-1.581007481,,0.6056815386,3.173891068,6.464700222
KY,Boone County,21015,123260,-37.72610092,5.545719624,12.18513107,-0.1869780421,-1.507999063,,0.8952204585,3.462113142,3.060400009
KY,Bourbon County,21017,19996,-22.44899368,11.24744987,12.21119022,-0.1990388781,-1.528075933,,0.7702003121,3.338115692,4.842000008
KY,Boyd County,21019,49284,,2.935754299,10.60993862,-0.119966425,-1.308221459,,0.9303708076,3.43039012,3.3197999
KY,Boyle County,21021,29048,-50.52950287,11.28569317,11.94257736,-0.2682375312,-1.80354619,,0.6174163222,3.110894442,5.616000175
KY,Bracken County,21023,8464,-42.69844055,7.4465518,11.74291706,-0.1872330159,-1.538461924,,0.7895563245,3.392256737,4.843299866
KY,Breathitt County,21025,13645,,12.80243015,12.11389637,-0.1309662163,-1.339758754,,0.7871443033,3.40484786,7.391699791
KY,Breckinridge County,21027,20098,-39.33517838,12.9411726,12.45076847,-0.3150569201,-1.878765345,,0.5647203922,2.983660698,6.534900188
KY,Bullitt County,21029,75913,-46.71373749,12.13653851,12.61475563,-0.3159980476,-1.859472632,,0.5723108649,3.083790302,5.640399933
KY,Butler County,21031,12806,-48.88766479,18.66152763,12.46436501,-0.3342599571,-1.840583086,,0.4884802401,2.956069708,8.877099991
KY,Caldwell County,21033,12921,-48.41153717,27.36077499,13.21658611,-0.3824153841,-1.962164998,,0.4060696661,2.865864992,10.5369997
KY,Calloway County,21035,38228,-38.37567139,17.59018707,12.79230118,-0.2980358303,-1.8347826,,0.5122788548,2.944595814,7.391499996
KY,Campbell County,21037,91175,-58.9747963,7.182880402,11.90324879,-0.2173123062,-1.609111786,,0.7921947837,3.383002758,3.627099991
KY,Carlisle County,21039,5042,-49.44355774,26.44172287,13.02144337,-0.3516510427,-1.905360103,,0.4845720232,2.948577166,8.87250042
KY,Carroll County,21041,10874,-44.30889511,12.99816036,12.24366093,-0.2845627964,-1.754868746,,0.6414299607,3.149564981,6.162899971
KY,Carter County,21043,27471,-48.66377258,2.599441051,10.60993862,-0.119966425,-1.308221459,,0.9129008055,3.438529253,3.618400097
KY,Casey County,21045,16086,-26.15984535,12.23979378,11.94257736,-0.2682375312,-1.80354619,,0.6260514259,3.11078167,7.689099789
KY,Christian County,21047,75770,-43.74533844,18.0317955,12.6931591,-0.3799508512,-1.914450049,,0.3897508979,2.832066536,7.110599995
KY,Clark County,21049,35739,-12.74934578,10.38910961,12.21119022,-0.1990388781,-1.528075933,,0.7702003121,3.338115692,4.131499767
KY,Clay County,21051,21541,-55.88256836,5.847968102,11.34134769,-0.1926881224,-1.581007481,,0.596740067,3.174332857,5.83220005
KY,Clinton County,21053,10233,-43.06247711,11.58938217,12.00165462,-0.1746557057,-1.56930244,,0.6704781651,3.198693037,7.352700233
KY,Crittenden County,21055,9247,-52.10884857,27.55105209,13.21658611,-0.3824153841,-1.962164998,,0.4060696661,2.865864992,10.25500011
KY,Cumberland County,21057,6859,-41.34970093,17.05803299,12.30121994,-0.2065899074,-1.566930771,,0.5782542229,3.110482216,9.625900269
KY,Daviess County,21059,97727,-49.83095932,18.85017204,12.7322998,-0.2896204591,-1.839683294,,0.5874694586,3.090839624,6.650700092
KY,Edmonson County,21061,12130,-43.52951813,15.07833004,13.01173878,-0.3997350037,-1.96740067,,0.4358356893,2.804380417,8.283800125
KY,Elliott County,21063,7748,,12.08164692,11.84654903,-0.2611267269,-1.731250525,,0.6813309193,3.163401842,10.2670002
KY,Estill County,21065,14486,-35.59906769,9.795025826,11.68392754,-0.1486250162,-1.454870224,,0.7566763163,3.342494726,6.098800182
KY,Fayette County,21067,305250,-23.00670242,7.819233418,12.21119022,-0.1990388781,-1.528075933,,0.7690545321,3.338472366,3.173500061
KY,Fleming County,21069,14532,-28.01702118,12.79056168,11.84654903,-0.2611267269,-1.731250525,,0.6859149933,3.168102026,7.211500168
KY,Floyd County,21071,39141,,12.59455299,12.11389637,-0.1309662163,-1.339758754,,0.7606021762,3.400568962,6.409100056
KY,Franklin County,21073,49379,-39.92580414,10.39885902,12.21119022,-0.1990388781,-1.528075933,,0.7690545321,3.338472366,4.632900238
KY,Fulton County,21075,6547,-43.93174362,29.25596619,12.85280609,-0.3505738974,-1.894203067,,0.4974990189,2.909128428,11.35499954
KY,Gallatin County,21077,8491,-34.86709595,9.423540115,12.18513107,-0.1869780421,-1.507999063,,0.8952204585,3.462113142,6.092700005
KY,Garrard County,21079,16922,-39.72651291,7.567399502,11.68392754,-0.1486250162,-1.454870224,,0.7554335594,3.337254524,4.873000145
KY,Grant County,21081,24491,-57.3559761,7.507897377,12.18513107,-0.1869780421,-1.507999063,,0.8952204585,3.462113142,4.581299782
KY,Graves County,21083,37535,-47.58636856,24.02064133,13.02144337,-0.3516510427,-1.905360103,,0.48741135,2.953326225,9.258899689
KY,Grayson County,21085,25865,-29.11076355,6.003359795,11.73928642,-0.1864654571,-1.591528773,,0.6556302309,3.287593126,4.859099865
KY,Green County,21087,11300,-32.67761612,15.49910069,12.0790062,-0.2814151049,-1.808819175,,0.5645128489,3.018111944,7.519199848
KY,Greenup County,21089,36718,-43.67692184,7.937140465,11.44939041,-0.211500138,-1.594590306,,0.7497829199,3.3300035,4.338300228
KY,Hancock County,21091,8671,-45.5257225,16.31189919,12.7322998,-0.2896204591,-1.839683294,,0.5973852277,3.093296766,6.310800076
KY,Hardin County,21093,107050,-36.38700867,9.442773819,12.47259045,-0.1930037886,-1.653862119,,0.6373377442,3.250846624,4.301199913
KY,Harlan County,21095,28616,,8.605269432,11.45584393,-0.1344997436,-1.366777182,,0.651635766,3.252741575,6.167099953
KY,Harrison County,21097,18592,-27.3457489,7.687788963,11.74291706,-0.1872330159,-1.538461924,,0.7895563245,3.392256737,4.71600008
KY,Hart County,21099,18433,-32.10126495,13.85582066,12.47259045,-0.1930037886,-1.653862119,,0.6555115581,3.260799646,7.249400139
KY,Henderson County,21101,46462,-49.1308403,15.9615736,12.67815685,-0.3076482415,-1.872941494,,0.6227973104,3.073758841,7.193999767
KY,Henry County,21103,15342,-35.46897888,12.31783962,12.24366093,-0.2845627964,-1.754868746,,0.6399992704,3.145850658,6.159200191
KY,Hickman County,21105,4764,-45.73472595,25.77953529,12.85280609,-0.3505738974,-1.894203067,,0.4974990189,2.909128428,8.932600021
KY,Hopkins County,21107,46702,-52.09421158,24.94332504,13.21658611,-0.3824153841,-1.962164998,,0.3781513572,2.855376244,9.367899895
KY,Jackson County,21109,13298,,9.37736702,11.68392754,-0.1486250162,-1.454870224,,0.7566763163,3.342494726,7.498300076
KY,Jefferson County,21111,751330,-53.69883728,19.67628098,12.61475563,-0.3159980476,-1.859472632,,0.5723108649,3.083790302,5.822700024
KY,Jessamine County,21113,49563,-39.82421494,8.172348022,12.21119022,-0.1990388781,-1.528075933,,0.7723608613,3.333884239,4.217599869
KY,Johnson County,21115,23415,,12.0535984,12.11389637,-0.1309662163,-1.339758754,,0.7565794587,3.392812252,6.581299782
KY,Kenton County,21117,161670,-57.3559761,7.926316738,12.18513107,-0.1869780421,-1.507999063,,0.8952204585,3.462113142,3.3677001
KY,Knott County,21119,16087,,10.77737331,12.11389637,-0.1309662163,-1.339758754,,0.7606021762,3.400568962,6.81099987
KY,Knox County,21121,31700,-55.88256836,6.630846024,11.34134769,-0.1926881224,-1.581007481,,0.596740067,3.174332857,5.341100216
KY,Larue County,21123,14085,-34.13772583,13.87311363,12.47259045,-0.1930037886,-1.653862119,,0.6198580861,3.257323503,6.454500198
KY,Laurel County,21125,59587,-57.81238174,9.949022293,11.71201324,-0.1732173413,-1.525063634,,0.6186393499,3.188831806,5.795599937
KY,Lawrence County,21127,15827,,10.60048866,11.62667561,-0.1908082217,-1.526472569,,0.7512608171,3.369455576,6.951099873
KY,Lee County,21129,7646,,12.81912231,12.11389637,-0.1309662163,-1.339758754,,0.7871443033,3.40484786,8.947999954
KY,Leslie County,21131,11144,,7.293008804,11.45584393,-0.1344997436,-1.366777182,,0.651635766,3.252741575,5.430900097
KY,Letcher County,21133,23946,,-1.943665862,10.37361717,-0.05791895464,-0.4997195899,,0.8913945556,3.63421917,1.291399956
KY,Lewis County,21135,13842,-26.20293617,12.85857677,11.84654903,-0.2611267269,-1.731250525,,0.6859149933,3.168102026,7.584899902
KY,Lincoln County,21137,24408,-28.66745567,8.751783371,11.68392754,-0.1486250162,-1.454870224,,0.7554335594,3.337254524,5.60010004
KY,Livingston County,21139,9447,-43.30883026,20.65702438,12.51847935,-0.2756814361,-1.731128931,,0.6042832136,3.130538225,8.256899834
KY,Logan County,21141,26703,-36.06903458,18.7014904,12.74189949,-0.3004162908,-1.789707661,,0.5640514493,3.059260845,7.45389986
KY,Lyon County,21143,8437,-49.06347275,26.71436691,13.21658611,-0.3824153841,-1.962164998,,0.4060696661,2.865864992,12.18099976
KY,McCracken County,21145,65645,-48.79995346,23.32243538,13.02144337,-0.3516510427,-1.905360103,,0.4845720232,2.948577166,7.826200008
KY,McCreary County,21147,18035,,2.837107658,11.14860725,-0.1475085467,-1.432636619,,0.686825335,3.26214385,5.586800098
KY,McLean County,21149,9520,-46.26111221,18.86273575,12.67815685,-0.3076482415,-1.872941494,,0.6234638095,3.072155476,7.530900002
KY,Madison County,21151,85206,-54.36674118,6.442857265,11.68392754,-0.1486250162,-1.454870224,,0.7566763163,3.342494726,4.306900024
KY,Magoffin County,21153,13030,,10.83123589,12.11389637,-0.1309662163,-1.339758754,,0.7871443033,3.40484786,7.766499996
KY,Marion County,21155,19990,-34.69028854,9.857786179,11.94257736,-0.2682375312,-1.80354619,,0.6260514259,3.11078167,6.249300003
KY,Marshall County,21157,31268,-41.27635956,20.61663437,12.51847935,-0.2756814361,-1.731128931,,0.6135783195,3.125160694,7.66989994
KY,Martin County,21159,12763,,9.02410984,11.62667561,-0.1908082217,-1.526472569,,0.7649098635,3.374518871,6.356999874
KY,Mason County,21161,17463,-34.62963486,8.33965683,11.74291706,-0.1872330159,-1.538461924,,0.7953332663,3.393237591,4.605400085
KY,Meade County,21163,29276,-38.73656845,7.510233402,12.45076847,-0.3150569201,-1.878765345,,0.5647203922,2.983660698,4.525599957
KY,Menifee County,21165,6314,-63.01993561,12.22876549,11.84654903,-0.2611267269,-1.731250525,,0.6859149933,3.168102026,8.028599739
KY,Mercer County,21167,21343,-22.67780304,12.33270359,12.21119022,-0.1990388781,-1.528075933,,0.7645640373,3.330582142,5.933400154
KY,Metcalfe County,21169,9983,-25.7043457,16.28840256,12.0790062,-0.2814151049,-1.808819175,,0.5850262642,3.026102543,8.793399811
KY,Monroe County,21171,10859,-64.15103912,25.44666862,12.68283272,-0.3055487573,-1.768803954,,0.4824932218,2.957840204,11.17199993
KY,Montgomery County,21173,26880,3.196210623,11.17731762,11.84654903,-0.2611267269,-1.731250525,,0.6899808049,3.162582636,5.61950016
KY,Morgan County,21175,13480,-51.62247849,9.473858833,12.11389637,-0.1309662163,-1.339758754,,0.7871443033,3.40484786,6.859700203
KY,Muhlenberg County,21177,31359,-52.32593155,27.09755707,12.6931591,-0.3799508512,-1.914450049,,0.3839580417,2.824412823,10.73700047
KY,Nelson County,21179,44351,-32.94874573,10.23492336,12.47259045,-0.1930037886,-1.653862119,,0.6296455264,3.250227451,4.738299847
KY,Nicholas County,21181,7029,-7.275062084,9.480865479,11.74291706,-0.1872330159,-1.538461924,,0.7895563245,3.392256737,5.40350008
KY,Ohio County,21183,24011,-45.37572861,13.01315498,12.45076847,-0.3150569201,-1.878765345,,0.5672032237,2.983259201,7.125899792
KY,Oldham County,21185,61423,-41.34286118,6.385274887,12.24366093,-0.2845627964,-1.754868746,,0.6400655508,3.137185335,2.606699944
KY,Owen County,21187,10761,-6.684360027,10.60715103,12.21119022,-0.1990388781,-1.528075933,,0.7690545321,3.338472366,5.208399773
KY,Owsley County,21189,4694,,15.81692028,12.11389637,-0.1309662163,-1.339758754,,0.7871443033,3.40484786,9.007900238
KY,Pendleton County,21191,14547,-38.60371017,6.284654617,11.74291706,-0.1872330159,-1.538461924,,0.7939863205,3.4008255,4.441299915
KY,Perry County,21193,28279,,13.07331276,12.11389637,-0.1309662163,-1.339758754,,0.7606021762,3.400568962,6.100800037
KY,Pike County,21195,64563,,-1.940135598,10.37361717,-0.05791895464,-0.4997195899,,0.8914979696,3.625047445,1.323400021
KY,Powell County,21197,12495,-30.55706215,12.63572025,11.84654903,-0.2611267269,-1.731250525,,0.6859149933,3.168102026,7.844600201
KY,Pulaski County,21199,63448,-30.26285553,10.73148727,12.00165462,-0.1746557057,-1.56930244,,0.6704781651,3.198693037,5.378900051
KY,Robertson County,21201,2215,,9.769181252,11.74291706,-0.1872330159,-1.538461924,,0.7895563245,3.392256737,7.11950016
KY,Rockcastle County,21203,17069,-38.75704575,9.497757912,11.68392754,-0.1486250162,-1.454870224,,0.7566763163,3.342494726,6.238500118
KY,Rowan County,21205,23414,-43.78871536,9.777955055,11.84654903,-0.2611267269,-1.731250525,,0.6859149933,3.168102026,6.055600166
KY,Russell County,21207,17541,-27.70850754,11.14936352,12.00165462,-0.1746557057,-1.56930244,,0.6704781651,3.198693037,5.772699833
KY,Scott County,21209,49028,-45.01547623,7.029707432,12.21119022,-0.1990388781,-1.528075933,,0.7690545321,3.338472366,3.892100096
KY,Shelby County,21211,43603,-44.84314728,15.40417767,12.61475563,-0.3159980476,-1.859472632,,0.5886682272,3.085999966,5.841199875
KY,Simpson County,21213,17559,-35.71235657,18.68834305,12.54495525,-0.2702816725,-1.729352236,,0.5559168458,3.099051714,7.673099995
KY,Spencer County,21215,17409,-43.3807373,13.75832748,12.61475563,-0.3159980476,-1.859472632,,0.5886682272,3.085999966,5.894299984
KY,Taylor County,21217,25049,-39.51791382,14.57124901,12.0790062,-0.2814151049,-1.808819175,,0.5645128489,3.018111944,7.357999802
KY,Todd County,21219,12640,-43.44406509,24.19887924,12.6931591,-0.3799508512,-1.914450049,,0.4116441011,2.842117071,8.903900146
KY,Trigg County,21221,14392,-43.34312439,24.15298843,13.21658611,-0.3824153841,-1.962164998,,0.4060696661,2.865864992,8.691300392
KY,Trimble County,21223,8842,-29.69581604,11.3941164,12.24366093,-0.2845627964,-1.754868746,,0.634488821,3.157989264,5.872799873
KY,Union County,21225,15119,-53.51678467,21.51766205,12.66346741,-0.2759925723,-1.806953907,,0.6794428229,3.072326183,8.093799591
KY,Warren County,21227,117190,-40.64231873,13.97314167,12.46436501,-0.3342599571,-1.840583086,,0.488943845,2.946303606,6.470600128
KY,Washington County,21229,11882,-30.39194489,10.77052402,11.94257736,-0.2682375312,-1.80354619,,0.615686655,3.115246296,5.414999962
KY,Wayne County,21231,20775,-30.82240486,9.847527504,12.00165462,-0.1746557057,-1.56930244,,0.6704781651,3.198693037,6.958099842
KY,Webster County,21233,13479,-54.53349686,24.30871582,13.21658611,-0.3824153841,-1.962164998,,0.37943995,2.865683794,9.028800011
KY,Whitley County,21235,35505,-55.86358261,6.727561474,11.34134769,-0.1926881224,-1.581007481,,0.5951750875,3.150520086,5.02120018
KY,Wolfe County,21237,7188,-51.62247849,14.11912346,12.11389637,-0.1309662163,-1.339758754,,0.7871443033,3.40484786,8.677300453
KY,Woodford County,21239,25039,-21.80450821,8.923671722,12.21119022,-0.1990388781,-1.528075933,,0.7723608613,3.333884239,3.263499975
LA,Acadia Parish,22001,61873,-44.03694916,35.98667145,13.10727119,-0.4405809045,-2.03394556,-0.01260090526,0.1075818762,2.403658628,10.45699978
LA,Allen Parish,22003,25613,-46.50383759,26.70264244,13.23764038,-0.4752619863,-2.120179415,-1.102832317,0.05981492624,2.36058569,12.0010004
LA,Ascension Parish,22005,112170,,21.33030128,12.72335911,-0.4398389161,-2.055523396,-0.1261332333,0.0943743363,2.432400227,5.964099884
LA,Assumption Parish,22007,23073,,29.20088768,12.72335911,-0.4398389161,-2.055523396,-0.005525886547,0.08906814456,2.437025785,9.635299683
LA,Avoyelles Parish,22009,41602,-37.08258057,41.56274414,13.94717693,-0.5220898986,-2.221982479,0.03076704964,0.02861373127,2.35968709,13.19200039
LA,Beauregard Parish,22011,36254,-42.75559998,34.17280579,13.50206566,-0.4928331673,-2.183986187,-0.01445663627,0.05357119069,2.389208794,10.23499966
LA,Bienville Parish,22013,14163,,48.59043884,14.01346779,-0.5047070384,-2.167947292,-1.15263629,0.03959549963,2.364124298,16.45100021
LA,Bossier Parish,22015,123070,-37.05201721,28.74267006,14.60710907,-0.5315200686,-2.1752038,-1.239931941,0.01271871477,2.282060385,8.177900314
LA,Caddo Parish,22017,257330,-40.41311264,40.11878967,14.80377769,-0.5216417909,-2.177529335,-1.281634092,0.01663836464,2.322525501,10.16300011
LA,Calcasieu Parish,22019,194650,-47.66674042,36.24253082,13.20043755,-0.43443501,-2.072058201,-0.01834554225,0.07145650685,2.431887388,10.91899967
LA,Caldwell Parish,22021,10000,-33.60428238,43.85549927,14.29793262,-0.5473557711,-2.187544107,-1.160549164,0.004754370544,2.327157974,14.33300018
LA,Cameron Parish,22023,6623,-48.6978302,27.60523224,13.20043755,-0.43443501,-2.072058201,-0.02171150036,0.09985281527,2.423203707,8.895199776
